#Table1
ra,dec,u,g,r,i,z,redshift,class
57.01077,-1.262932,20.26174,20.58362,20.92732,21.14758,21.5122,0.4884972,QSO
86.703228,-1.2616669,20.74258,17.90938,16.42662,15.16605,14.48676,-1.104927E-05,STAR
87.177322,-1.2634423,25.28663,20.04203,18.02105,16.8702,16.0964,0.0001686834,STAR
90.823813,-0.76617173,25.07496,22.85061,20.84271,19.09583,18.15332,0.0002295336,STAR
90.845104,-0.82445415,24.37175,21.57891,19.64458,18.60767,17.95021,3.621612E-05,GALAXY
90.855217,-0.79918439,22.5417,20.0202,18.50135,17.37566,16.7147,0.0001201176,STAR
94.229405,-0.81500829,18.88623,17.27294,16.53903,16.24986,16.07101,0.000121665,STAR
94.277604,-0.75531741,18.95065,17.48265,16.79971,16.50744,16.321,0.0001614282,STAR
94.315348,-0.79491509,18.42267,16.99002,16.80419,16.79098,16.73958,0.0001234912,STAR
94.250732,-0.72187667,25.86434,21.18539,19.63723,17.71002,16.61978,0.0001433869,STAR
94.452384,-0.74920579,18.76311,16.92824,16.04853,15.66849,15.41004,0.000240879,STAR
94.50128,-0.6780737,17.21126,15.77309,15.63974,15.6099,15.57807,0.0001424972,STAR
94.521348,-0.77736721,18.29582,16.84945,16.69723,16.65297,16.60486,0.0002219844,STAR
94.598168,-0.80806474,17.69048,16.2277,15.55298,15.21436,15.07537,0.0001496632,STAR
94.618165,-0.66230224,19.09701,17.50853,16.73632,16.4148,16.18377,0.0001875587,STAR
94.799214,-0.71804129,18.18349,16.83083,16.31066,16.07045,15.9258,0.0002096673,STAR
94.807061,-0.78430872,18.98625,17.44478,16.70986,16.41571,16.24832,0.0003388054,STAR
94.760462,-0.79765731,25.43909,22.59806,22.67977,22.27526,21.9758,2.568216,QSO
94.877285,-0.69420052,17.77287,16.39544,16.3232,16.32068,16.2927,0.000247121,STAR
94.892922,-0.78635481,16.13102,15.06038,15.05153,15.11111,15.14127,0.0002254306,STAR
94.978686,-0.74553663,17.89055,16.60337,16.52952,16.5186,16.59143,0.0002070511,STAR
95.033931,-0.83734314,16.50166,15.11789,15.03928,15.0659,15.03292,0.000166215,STAR
95.155185,-0.84396856,17.54474,16.16127,16.03158,16.02196,15.99772,0.0002118228,STAR
95.179977,-0.77152805,17.45889,15.98029,15.82043,15.79098,15.73588,0.00022967,STAR
95.278178,-0.66715472,18.54749,17.00391,16.79292,16.7382,16.74872,0.000224808,STAR
95.294615,-0.77024075,17.65411,16.35462,16.21856,16.20075,16.1491,0.000207405,STAR
95.373929,-0.66962539,18.92712,17.32139,16.69336,16.39084,16.20947,0.0001086893,STAR
95.389138,-0.69680958,19.41454,17.72248,16.88767,16.50016,16.26299,0.0001033931,STAR
95.308071,-0.74481155,24.06069,23.56096,22.58118,21.78727,20.7208,0.00333463,STAR
95.465403,-0.67416029,17.50525,15.96223,15.75266,15.67631,15.58548,0.0002079965,STAR
95.530869,-0.80952802,17.27261,15.78918,15.61693,15.58023,15.52732,0.0002331974,STAR
95.485257,-0.77530791,19.7155,17.32041,16.13031,15.56969,15.23399,0.0002092327,STAR
95.581055,-0.69662891,18.47498,17.00702,16.83681,16.78008,16.73579,0.0001780121,STAR
95.579354,-0.83736657,17.90279,16.60669,16.52864,16.53451,16.50865,0.0001828682,STAR
95.670447,-0.73275938,18.05414,16.52113,16.22412,16.10148,16.01921,0.0002008372,STAR
95.71746,-0.76520904,17.81958,16.31348,16.15306,16.11936,16.09383,6.821569E-05,STAR
95.710116,-0.6695124,24.17127,24.69223,23.20819,21.67196,20.95471,0.7440266,GALAXY
95.724262,-0.82762604,19.49265,17.49824,16.55465,16.184,15.93531,-1.762723E-05,STAR
95.877842,-0.69842523,18.55442,17.01619,16.79355,16.71025,16.6396,0.0002061092,STAR
94.180676,-0.32703687,17.0576,15.68101,15.54066,15.52825,15.49747,0.0001822217,STAR
94.206505,-0.25046107,17.75947,15.93541,15.20342,14.90988,14.80349,0.0001702254,STAR
94.310419,-0.35081472,18.40372,17.00472,16.82002,16.77738,16.71816,0.0002137473,STAR
94.371755,-0.29141566,22.10966,19.65718,18.19201,16.37358,15.34209,7.023686E-05,STAR
94.377585,-0.365291,20.61911,18.22334,17.17652,16.69899,16.58608,0.000122003,STAR
94.44859,-0.40512068,19.39767,17.84605,17.53609,17.36269,17.20456,0.0002129269,STAR
94.584583,-0.38672815,17.77605,16.24682,16.03042,15.98274,15.91751,0.0001555894,STAR
94.61655,-0.25968391,18.12493,16.63912,16.46852,16.43781,16.36199,0.0001789011,STAR
94.640898,-0.27618442,24.95397,24.76638,23.54025,21.78054,21.47919,1.988487,QSO
94.666189,-0.3431708,18.31232,16.94638,16.75705,16.71778,16.64036,0.0002386839,STAR
94.739415,-0.37440696,19.08638,17.44947,17.00111,16.80118,16.68032,0.0001149807,STAR
94.774924,-0.39168181,18.20465,16.6988,16.4573,16.38941,16.33614,0.0004165049,STAR
94.807406,-0.27723295,19.49781,17.6787,16.85238,16.51066,16.2759,5.129886E-05,STAR
95.077556,-0.29046261,17.22509,15.77146,15.59161,15.55585,15.50042,0.0001658446,STAR
95.183136,-0.30872198,18.38002,16.82186,16.52601,16.45241,16.32835,0.0002071394,STAR
95.212439,-0.34586164,15.81278,15.12947,15.04509,15.07348,15.10085,0.0002498346,STAR
95.249234,-0.36278194,18.02168,16.49434,16.24171,16.16198,16.07209,0.0002560641,STAR
95.28764,-0.29301389,18.75292,17.2605,16.95431,16.84999,16.75367,0.0001998431,STAR
95.323682,-0.29419073,18.91672,17.35103,17.04344,16.95621,16.84145,0.0002133407,STAR
95.343894,-0.27700591,17.53978,16.00526,15.76902,15.69629,15.60322,0.0002315816,STAR
95.359876,-0.29146936,19.12184,17.29236,16.42483,16.03102,15.78684,7.453885E-05,STAR
95.375871,-0.25594799,18.01376,16.45954,15.73959,15.37193,15.21788,0.000161863,STAR
95.401991,-0.35852827,17.91168,16.56893,16.39879,16.36907,16.29475,0.0001770649,STAR
95.47231,-0.28807564,19.13885,17.64815,16.96261,16.6282,16.43312,0.00014481,STAR
95.546102,-0.25267862,17.40851,15.93295,15.69905,15.62339,15.54408,0.0001791893,STAR
95.667863,-0.33414028,19.21211,17.6601,16.86794,16.51047,16.28461,7.110392E-05,STAR
95.727948,-0.34233937,17.1735,15.79832,15.52535,15.44777,15.32454,9.569332E-05,STAR
95.732905,-0.42305642,18.39471,17.09805,16.90869,16.87278,16.81149,0.0002998271,STAR
95.833587,-0.32254487,17.90499,16.61509,16.44909,16.44032,16.40065,0.000191186,STAR
95.760252,-0.2650924,24.20587,24.53904,24.17719,22.24381,22.39224,0.4517426,GALAXY
95.96446,-0.42323347,17.05175,16.02104,15.84375,15.81301,15.77364,0.0002171693,STAR
96.057275,-0.35274492,16.92484,15.42702,15.15008,15.0471,14.92792,0.0002055075,STAR
96.08044,-0.35985128,17.97817,16.29833,15.91258,15.75796,15.60368,0.0001703308,STAR
96.090981,-0.39883989,17.26179,15.80128,15.5427,15.43959,15.36883,0.0002427488,STAR
96.103287,-0.24561792,18.97183,17.45582,17.14331,17.03459,16.90929,0.0002407341,STAR
96.107792,-0.29188198,17.61587,15.90437,15.48914,15.31118,15.14027,0.0001443201,STAR
96.118381,-0.30773949,18.91796,17.23138,16.84194,16.68126,16.5676,8.380501E-05,STAR
96.122033,-0.35672001,18.64505,16.99073,16.62233,16.47174,16.32053,0.0002467427,STAR
96.137075,-0.3872292,16.6915,15.50373,15.23782,15.1792,15.1042,0.0001416601,STAR
96.15495,-0.37503045,18.86373,17.16333,16.73376,16.43089,16.39021,0.0001995001,STAR
96.175045,-0.30630754,17.47453,16.13054,15.89781,15.83044,15.75225,0.0001920405,STAR
96.181628,-0.24705871,18.1332,16.54173,15.99161,15.73078,15.58295,0.0001334634,STAR
96.195187,-0.27363345,18.11198,16.63242,16.35534,16.26576,16.15905,0.000134734,STAR
91.829272,0.12571565,23.43685,21.05213,19.37246,18.24965,17.59053,0.0001244178,STAR
94.128281,0.049148421,16.73532,15.35102,15.24185,15.23935,15.21612,0.0002227984,STAR
94.122107,0.16567653,18.96048,17.45612,17.08734,16.93434,16.98876,0.000136708,STAR
94.138144,0.068372646,19.07273,17.69267,17.09896,16.84941,16.70489,0.0002257851,STAR
94.160356,0.15831356,19.43385,17.88101,17.16188,16.86555,16.83846,0.0002292765,STAR
94.187597,0.09959549,20.70442,18.05799,16.88999,16.44592,16.23137,7.957799E-05,STAR
94.181466,0.13189046,24.63782,24.5981,23.364,21.87652,21.01925,1.129366,QSO
94.240736,0.051010828,16.63885,15.34714,15.28491,15.308,15.31537,5.004932E-05,STAR
94.267527,0.058498622,18.22665,16.83175,16.25636,15.98967,15.81954,6.372426E-05,STAR
94.312684,0.0923905,20.12556,18.11564,17.08253,16.6986,16.42551,0.0002286918,STAR
94.328823,0.13827938,18.84479,17.44892,16.91695,16.67259,16.51091,-1.081181E-06,STAR
94.353361,0.11760566,16.46555,15.1389,15.01568,15.01238,14.99047,0.0001831498,STAR
94.35655,-0.0027991309,18.59746,17.12495,16.76603,16.63386,16.50929,0.0001349204,STAR
94.308206,0.12953475,20.67187,18.42721,17.4541,17.0832,16.83596,1.761849E-05,STAR
94.47091,0.023674868,18.13592,16.78559,16.25795,16.05023,15.90989,0.00021445,STAR
94.549196,0.030880643,18.12119,16.87324,16.73975,16.72994,16.68594,0.000245764,STAR
94.569078,0.14431493,17.63858,16.29002,16.13511,16.1205,16.09533,0.0001854979,STAR
94.63769,0.078718079,17.34045,15.74056,15.44518,15.32551,15.21328,0.0001542373,STAR
94.731711,0.0083923006,17.20487,15.78627,15.59535,15.56401,15.5107,0.0001465742,STAR
94.799431,-0.0047828035,18.92288,17.31602,16.51994,16.18915,15.93527,0.0001501461,STAR
94.877664,0.11925814,19.18824,17.67874,16.96983,16.64219,16.45096,8.693254E-05,STAR
94.957388,0.09442679,18.82165,17.24112,16.92309,16.79955,16.68982,0.000249237,STAR
94.964899,0.17113478,18.34369,16.75711,16.39406,16.23868,16.09265,0.0001646799,STAR
95.030416,0.011700561,17.26985,15.71927,15.0098,14.73275,14.5631,0.0001124809,STAR
94.989026,0.072971315,24.62229,25.62075,24.00904,21.83394,20.65998,0.5504448,GALAXY
95.191979,0.098460991,18.93206,17.32912,16.94967,16.79576,16.64974,0.0002523138,STAR
95.221763,0.13219038,17.44629,15.7842,15.41525,15.279,15.15246,0.0001905048,STAR
95.232605,0.1492541,18.46097,16.96621,16.62563,16.4912,16.35231,0.0002411922,STAR
95.45981,0.15498282,19.57059,16.94107,15.50838,14.73124,14.4293,0.0002082361,STAR
95.450349,0.13788397,17.66319,16.67854,16.32029,16.16791,16.07974,3.989776E-05,STAR
95.53979,0.020096696,17.75165,16.25298,16.01847,15.92379,15.80896,0.0001830079,STAR
95.548678,0.1734308,18.63891,17.23935,16.98758,16.88545,16.78316,0.0001551232,STAR
95.554174,0.059032841,18.20391,16.74014,16.46841,16.36043,16.23614,0.0001746415,STAR
95.52785,0.11586718,23.93868,24.6761,23.17946,21.65964,21.36052,1.358579,QSO
