#Table1
ra,dec,u,g,r,i,z,redshift,class
50.804708,0.992099,22.34869,20.0913,18.55439,17.94346,17.60077,0.3182826,GALAXY
50.839082,0.90301606,22.89115,21.13601,19.93862,19.40444,19.09804,1.395532E-05,STAR
50.906717,1.0214898,23.98771,21.11526,19.73831,18.50679,17.80876,0.0002358177,STAR
50.769168,0.91396069,21.68376,20.73184,20.04118,19.81058,19.53287,0.3104864,GALAXY
50.779701,0.8856,23.94553,22.58903,20.4778,19.58395,19.23685,0.5887405,GALAXY
50.777538,0.88323955,21.5328,21.06651,20.51501,19.94328,19.60336,3.784543,QSO
50.786364,0.99464738,20.93615,20.27921,20.01723,19.56771,19.39163,1.715087,QSO
50.839295,0.97964478,21.26942,20.18156,19.33636,18.97832,18.58214,0.3177549,GALAXY
50.798511,0.867888,22.14047,20.22921,19.40955,18.99157,18.65623,0.1950213,GALAXY
51.163335,1.0473159,24.27037,22.63865,21.05836,18.95862,17.81146,0.0001518687,STAR
51.239571,1.04675,24.22564,21.13661,19.62566,18.859,18.42587,-0.0003392915,STAR
51.540329,1.0462754,19.73723,19.23935,18.79191,18.66024,18.61958,1.129553,QSO
52.935888,1.0475439,18.82219,17.61563,17.08038,16.80011,16.65407,0.03101574,GALAXY
52.94058,1.0465435,22.20223,20.63912,18.90767,18.13159,17.64032,0.4230697,GALAXY
53.267948,1.0473415,19.98335,17.82543,16.77948,16.28585,15.89315,0.08767021,GALAXY
53.433024,1.0459424,25.1095,24.67829,23.33395,22.83453,22.63886,2.616994,QSO
53.427669,1.0466714,24.37729,22.01767,21.19967,20.66498,20.3449,0.4005225,GALAXY
54.662689,1.0469481,20.92569,20.84938,20.30203,19.97079,19.68454,0.2643013,GALAXY
54.824737,1.0469288,18.18402,16.48214,15.80072,15.61333,16.15156,0.0004097172,STAR
54.977875,0.974037,24.9058,21.5857,20.51728,18.95226,18.38489,0.000242097,STAR
54.981473,0.98561736,25.64795,21.54705,19.78847,19.05637,18.63807,0.4045933,GALAXY
55.025607,1.0468628,19.64422,18.45694,18.03195,17.65956,17.58342,0.09765125,GALAXY
55.025002,1.0429068,20.28365,18.78819,18.2776,17.89518,17.7027,0.09756941,GALAXY
55.094296,0.91225698,19.27545,18.16917,17.65645,17.43523,17.34202,0.0007096107,STAR
54.988316,0.92119017,20.0968,19.93102,19.6668,19.56208,19.51738,1.242289,QSO
55.001974,0.99855836,19.73231,18.54959,18.10173,17.91755,17.83376,0.000281111,STAR
55.0378,0.93530601,21.30334,20.13913,19.48823,19.25032,19.10284,0.2711187,GALAXY
55.03672,0.93508377,24.92799,22.96651,21.37353,20.09437,19.4394,-0.0001337186,STAR
55.043506,1.0369251,20.62678,18.50295,17.48383,17.04765,16.81023,0.0003041708,STAR
55.053166,0.88590904,18.97349,17.54252,17.04639,16.81821,16.66867,0.03877712,GALAXY
55.090664,0.92732233,20.02345,19.24452,18.5271,18.18248,17.9049,0.2532044,GALAXY
54.986727,1.0199663,21.96235,21.70985,21.39072,21.04886,21.551,0.4934316,GALAXY
55.029694,0.992229,20.92794,19.78006,18.91119,18.56629,18.26939,0.2672658,GALAXY
55.033782,0.920834,21.82852,20.77598,19.72641,19.34173,18.99045,0.3216834,GALAXY
55.068204,0.9964069,20.8536,20.58256,20.12568,20.05822,20.43497,1.170371,QSO
55.069856,0.96250319,21.83631,20.77466,20.62424,20.61922,20.78885,-0.0002652884,STAR
55.101181,0.95802318,21.34359,20.45161,19.57194,19.24601,19.0775,0.2508917,GALAXY
54.9606,0.91556278,23.14064,21.99405,20.13622,19.40749,18.98003,0.4064997,GALAXY
54.969552,0.886147,21.31059,20.31276,19.24171,18.77307,18.42386,0.3601471,GALAXY
55.023861,0.95314635,24.24857,21.68495,20.45528,19.97905,19.67118,3.490268E-05,STAR
55.040925,0.96535271,22.41195,22.22011,20.72367,19.87059,19.41477,0.5350522,GALAXY
55.07821,0.94781212,26.33983,21.73464,20.01698,19.38736,18.94385,0.4075169,GALAXY
55.106577,0.95485652,24.19286,22.20983,21.07948,19.94274,19.25987,0.6133803,GALAXY
55.140538,0.89612935,19.29174,17.77633,17.14245,16.88806,16.74913,-2.791188E-05,STAR
55.190333,1.0164666,18.65015,16.75544,15.99424,15.71494,15.58503,0.0001139271,STAR
55.227214,1.0304001,19.23016,17.46111,16.68479,16.35664,16.1784,9.627503E-05,STAR
55.255792,0.89804756,17.43358,17.81857,18.25114,18.57193,18.89722,5.343613E-05,STAR
55.110878,0.89260495,20.6244,19.47523,18.96804,18.66734,18.48407,0.04054674,GALAXY
55.116051,0.900134,21.65468,19.21546,18.02639,17.52922,17.25331,9.345642E-05,STAR
55.123626,0.8725213,18.29589,16.52947,15.61466,15.09457,14.63546,0.0406868,GALAXY
55.155703,0.88975116,20.56224,17.99504,16.86986,16.45277,16.20638,2.244545E-05,STAR
55.203346,0.954108,20.49535,17.88457,16.7014,16.23406,15.98152,9.677671E-05,STAR
55.216389,1.02313,22.12829,20.17315,19.35799,19.04309,18.74891,-2.601409E-06,STAR
55.253874,0.95823588,19.75261,18.42203,17.81067,17.55395,17.42079,0.0002852492,STAR
55.133212,0.882041,22.94107,20.12692,18.54553,18.02682,17.6852,0.2680311,GALAXY
55.167702,0.885258,23.02695,20.30749,18.79955,18.24284,17.90032,0.2683336,GALAXY
55.185957,1.0094886,26.06808,22.54014,20.85005,19.61935,19.18229,0.5733841,GALAXY
55.226978,0.93019056,20.49454,19.39781,18.90783,18.61183,18.55121,0.1386051,GALAXY
55.118849,0.894261,22.00162,20.90603,19.74624,19.29193,18.91897,0.2671446,GALAXY
55.130987,0.89445393,25.32921,22.40352,20.46547,19.56771,19.12136,0.5010045,GALAXY
55.146881,0.95821448,23.43947,22.45726,21.93799,21.7978,21.62993,0.003118644,STAR
55.146548,1.0128372,22.16501,21.18907,19.40717,18.72747,18.28658,0.4168315,GALAXY
55.151393,0.93040335,23.43246,22.5078,22.2297,22.08863,21.97853,0.8280878,GALAXY
55.153633,1.0394338,24.7763,21.94294,20.17159,19.52584,19.22484,0.4187244,GALAXY
55.202465,0.91844,23.24066,22.38647,20.94004,20.35439,20.05956,-0.0001136804,STAR
55.242855,0.9879548,21.61861,19.84754,19.40439,19.16467,19.28289,0.1388552,GALAXY
55.255175,0.99111207,23.37093,22.10966,21.685,21.50999,21.96276,-0.004020236,STAR
55.320084,0.883417,17.27455,16.14819,15.72749,15.57004,15.50722,5.192878E-05,STAR
55.314293,0.857983,24.29958,21.0653,19.12739,18.384,18.03806,0.4165141,GALAXY
55.334277,0.91401026,17.97655,16.74161,16.26678,16.0925,16.02395,-2.149281E-05,STAR
55.33702,0.96070195,17.32008,16.02088,15.51375,15.32299,15.25951,0.0001041155,STAR
55.356954,0.8628027,18.46397,16.68569,15.98719,15.73248,15.61455,-0.0001745759,STAR
55.392072,0.85793448,17.35126,16.21682,15.83312,15.69623,15.64447,-8.479526E-05,STAR
55.27291,1.0181395,20.70915,18.04522,16.78319,16.29126,16.01707,-0.0001342861,STAR
55.301617,1.015037,22.73002,20.36308,18.88914,17.58363,16.85624,0.0001634895,STAR
55.307331,0.962807,23.396,20.05284,18.66665,18.02476,17.65357,6.372166E-05,STAR
55.307964,0.922216,21.08278,18.92605,17.92677,17.56554,17.27912,-0.0001845669,STAR
55.370312,0.896851,21.30963,18.59896,17.32983,16.84787,16.58038,-1.165655E-05,STAR
55.279671,0.892327,23.34784,20.41723,18.88163,17.91503,17.39,0.0002725764,STAR
55.311364,1.0374953,23.19437,20.96017,19.02033,18.36355,17.94044,0.362537,GALAXY
55.32069,0.87028235,21.47916,20.32533,19.30103,18.84347,18.59745,0.1929544,GALAXY
55.400176,0.99474182,24.60322,21.74273,20.24235,19.28474,19.20071,0.000236313,STAR
55.346052,0.92935157,24.4556,21.4144,19.61666,18.99803,18.69431,0.386914,GALAXY
55.40052,1.018589,25.35621,21.80307,20.21132,19.23495,18.7262,0.0003300613,STAR
55.33155,1.0267464,20.4396,20.2228,20.02551,19.93997,19.6018,2.075482,QSO
55.264657,0.98286631,25.3217,22.02923,20.11745,19.33871,18.77771,0.3628692,GALAXY
55.277798,0.937746,22.23308,20.40566,19.37439,18.8624,18.53731,0.2049673,GALAXY
55.283267,0.8830945,23.29619,22.072,21.6524,21.45624,21.18894,0.002422663,STAR
55.294353,0.96538137,23.68204,22.11832,20.06993,19.24133,18.86717,0.4823599,GALAXY
55.336563,0.89263743,21.77736,20.13256,19.46241,19.11455,18.92428,0.1679326,GALAXY
55.349405,0.93567919,24.10553,22.49902,20.46831,19.59871,19.15559,0.5567059,GALAXY
55.383038,1.0230097,23.15284,22.53863,20.77219,19.79738,19.34302,0.4849513,GALAXY
55.404932,0.9549115,23.04245,22.19691,21.87008,21.5767,21.80846,0.001502472,STAR
55.274052,0.88586105,25.40797,23.71023,21.42398,20.37728,19.76764,0.5709642,GALAXY
55.353637,0.95072338,25.67887,22.58218,20.60568,19.60645,19.0595,0.5591791,GALAXY
55.411911,1.046064,20.63678,19.31936,18.74574,18.43351,18.23024,0.09752747,GALAXY
55.421413,0.91688825,18.08884,16.77694,16.28134,16.09963,16.03073,0.000182542,STAR
55.451253,0.91939863,18.35307,17.20436,16.7802,16.59563,16.52967,-3.540829E-07,STAR
55.473528,0.94016566,21.50394,18.97571,17.6307,17.12607,16.76579,0.1937556,GALAXY
55.480604,1.0413969,18.80733,17.51745,16.94362,16.70213,16.56415,-8.946728E-05,STAR
55.5235,0.93859462,19.15007,17.08453,16.27119,15.97778,15.82429,0.000215009,STAR
55.545963,0.86670071,18.10033,16.87099,16.69033,16.64522,16.62379,-2.481408E-05,STAR
55.448195,0.93727524,19.79825,18.61667,18.15596,17.99292,17.95628,0.0001556766,STAR
55.510055,0.98607036,21.62943,19.31051,17.88674,17.38304,17.01179,0.1924854,GALAXY
55.547554,1.012617,21.4238,19.13588,17.8806,17.36838,17.0703,-5.095993E-05,STAR
55.534198,1.0453489,22.2282,20.70916,18.85493,18.24949,17.81279,0.3199043,GALAXY
55.526745,1.041516,24.72058,21.7325,20.07193,19.09774,18.72012,0.4894813,GALAXY
55.494301,0.985545,24.04875,21.6041,20.17005,19.14028,18.64162,0.0001107285,STAR
55.507931,0.853509,24.49564,21.92828,20.33168,18.98475,18.3538,-9.106105E-05,STAR
55.423634,1.0008316,23.50619,23.39567,22.15797,20.52247,19.65341,-0.0001154315,STAR
55.426501,1.037359,22.17316,20.57766,19.79833,19.47418,19.38945,0.1918235,GALAXY
55.455285,1.0066717,23.74948,22.2877,20.68152,19.80592,19.50093,0.4874431,GALAXY
55.471101,0.97430019,22.7253,22.19323,21.83206,21.87394,21.48273,0.8851474,GALAXY
55.511253,1.00625,23.32228,22.52022,20.93386,20.0271,19.45595,0.5204872,GALAXY
55.537787,0.98465862,21.60315,20.32119,19.44746,19.08337,18.74983,0.194757,GALAXY
55.550549,1.025507,24.21151,21.8705,20.08655,19.1903,18.62179,0.4889229,GALAXY
55.409025,1.0121827,22.85563,22.14826,20.95484,19.83009,19.32058,0.7008268,GALAXY
55.454569,1.0119247,23.5926,23.90849,21.91692,20.56292,20.07398,0.6529384,GALAXY
55.503262,1.0475595,25.41204,23.24486,21.01637,20.15153,19.86028,0.4953057,GALAXY
55.57762,0.99589995,21.32274,21.01563,20.54511,20.35652,20.29458,1.46279,QSO
55.58993,0.896056,19.16749,18.55299,17.69763,17.3443,17.09744,4.768638E-05,STAR
55.632461,0.91216124,19.42838,17.75452,17.11396,16.88803,16.73496,2.362465E-05,STAR
55.635177,1.0464132,18.52349,17.48975,16.90494,16.73441,16.59008,-0.0007352866,STAR
55.677251,1.0026947,24.83156,24.73596,22.99377,21.91231,21.72227,0.001689656,STAR
55.702782,1.044454,21.44711,20.11105,19.57516,19.36887,17.19756,1.45852E-05,STAR
55.583421,0.86137243,19.9204,17.23539,15.97411,15.5109,15.23752,1.491389E-06,STAR
55.585464,1.021442,18.80279,17.16058,16.46665,16.05672,15.76566,0.03758542,GALAXY
55.593648,1.0000517,19.20572,18.09703,17.64738,17.3227,17.13651,0.07229859,GALAXY
55.601515,0.95178428,23.32992,20.30639,19.04545,18.55317,18.29725,0.0001125917,STAR
55.628941,0.997955,23.55408,20.14638,18.64859,17.80626,17.33421,0.0001494824,STAR
55.634931,0.87012729,25.04373,22.39899,20.54682,19.46009,19.01302,0.56362,GALAXY
55.631728,0.86750601,25.68626,22.25525,20.41874,19.46585,18.84796,0.557198,GALAXY
55.650593,0.88779366,20.88138,19.82068,19.30403,19.03388,18.85489,0.04028767,GALAXY
55.652977,0.888308,24.27831,21.36653,19.88224,19.27241,18.80333,0.2354207,GALAXY
55.655613,0.98371899,20.6919,19.54673,19.12682,18.78576,18.70177,0.06966651,GALAXY
55.703966,0.91252682,20.96905,19.88452,19.40444,19.22271,19.14465,-0.0003128714,STAR
55.58127,1.043038,22.75924,20.28212,18.63762,18.01359,17.61793,0.31939,GALAXY
55.637377,0.88280297,21.84579,19.63136,18.03163,17.5081,17.14972,0.2340064,GALAXY
55.70607,0.94826,20.44703,18.97001,17.96656,17.52033,17.18704,0.1565527,GALAXY
55.626792,1.013399,23.47348,21.07749,19.58546,19.0394,18.74038,0.2467968,GALAXY
55.626653,0.93972392,21.97008,20.89837,20.16826,19.73902,19.55495,0.2062213,GALAXY
55.634311,0.973701,20.82793,19.8942,19.06012,18.65929,18.39809,0.2571105,GALAXY
55.654243,0.908635,21.67989,20.72423,19.40477,18.87724,18.32142,0.3184125,GALAXY
55.560354,0.8965026,23.24353,22.50735,20.56401,19.55636,19.10344,0.5197084,GALAXY
55.561085,0.9165226,26.09405,22.99531,21.67426,20.29353,19.82452,0.632341,GALAXY
55.580433,0.97064843,21.48819,19.45449,18.68537,18.25518,17.93055,0.1247911,GALAXY
55.58333,0.889779,23.07501,20.75315,19.3451,18.77618,18.40933,0.2346988,GALAXY
55.607051,0.898809,24.64942,21.21463,19.80365,19.2552,18.86543,4.517605,QSO
55.623737,0.91582188,24.49163,22.7601,20.86932,20.12712,19.69224,0.5172601,GALAXY
55.628776,0.87740203,25.8075,22.37801,20.77079,19.69339,19.24632,0.5529073,GALAXY
55.631846,0.94692573,24.45649,22.23778,20.46775,19.61243,19.10474,0.5151852,GALAXY
55.645763,1.0323892,22.78838,22.06781,21.60217,21.36474,21.90955,0.1769511,QSO
55.672485,0.91697383,20.81871,19.80426,19.3131,19.0015,18.79415,0.07245063,GALAXY
55.702657,0.9844626,25.23061,22.7448,21.08444,20.24116,19.61606,0.6837234,QSO
55.589338,1.0269828,27.01075,22.58065,20.57492,19.55413,19.15877,0.5342913,GALAXY
55.616834,0.8634094,26.47941,22.99994,21.03493,20.27105,19.5928,-0.01019341,GALAXY
55.704328,0.96188497,24.33942,24.80292,22.06076,20.39502,19.63455,0.0002616285,STAR
55.729708,0.90339761,17.34062,15.97131,15.43069,15.21917,15.09811,9.7932E-05,STAR
55.731907,0.937628,24.23063,22.15757,20.73727,19.75316,19.0605,0.5104712,GALAXY
55.741817,0.93475722,23.80208,24.32155,20.87189,19.91217,19.4596,0.5120919,GALAXY
55.755587,0.8617777,20.83037,18.57212,17.50369,17.10189,16.83505,4.426818E-05,STAR
55.810698,0.87328776,19.10415,17.34366,16.53993,16.2379,16.06456,1.087038E-05,STAR
55.826881,0.929773,23.44068,20.98102,19.55524,19.04727,18.76338,-6.034362E-05,STAR
55.718591,0.94825213,20.8202,20.33122,20.17134,19.91962,19.74282,1.965866,QSO
55.719077,0.87291714,20.19518,18.65395,17.99104,17.72942,17.54544,-0.00035549,STAR
55.786979,0.86686272,21.93901,19.3522,18.08714,17.61568,17.31833,2.039649E-05,STAR
55.797035,0.9612906,20.48952,19.25518,18.76454,18.47319,18.3448,0.1000678,GALAXY
55.814768,0.99802778,19.80442,18.22081,17.36597,16.85783,16.49876,0.1001597,GALAXY
55.823374,0.89088121,20.48563,20.22805,19.67087,19.58676,19.65893,1.260721,QSO
55.831975,0.8908383,19.45624,17.6463,16.66085,16.17872,15.78058,0.1004212,GALAXY
55.841698,0.901195,21.23544,20.07334,19.53707,19.28469,19.15002,0.0001391048,STAR
55.76604,0.99122271,23.83007,20.76669,19.50969,18.98332,18.66773,-6.528787E-05,STAR
55.797292,1.008168,22.57253,20.94629,19.66054,19.10669,18.68313,0.2212657,GALAXY
55.800934,1.039415,23.09788,20.5372,18.89228,17.83078,17.22878,4.943197E-05,STAR
55.837644,0.873023,21.77708,19.76295,18.6496,18.1313,17.70912,0.2322204,GALAXY
55.845235,1.0301949,22.77302,20.82957,19.1693,18.49146,18.05185,0.2960689,GALAXY
55.849492,1.039913,22.87176,21.10829,19.38188,18.75069,18.23504,0.4989644,GALAXY
55.752052,0.996973,23.08032,22.03817,20.34007,19.09114,18.34528,2.997004E-05,STAR
55.788186,0.91764,23.99845,20.924,19.60046,19.05822,18.73656,0.2365655,GALAXY
55.713371,0.89301167,24.63682,24.57849,23.49591,21.348,20.72275,0.5648084,GALAXY
55.718634,0.88123172,22.93971,21.47115,20.74217,19.94663,19.78363,0.5649027,QSO
55.748359,1.0221823,23.25335,21.50351,21.10036,20.68939,20.35633,0.6499321,QSO
55.757117,0.86639316,23.28382,22.02748,21.70843,21.34086,21.20753,-0.001727331,STAR
55.791132,0.988389,21.96603,20.87581,19.63645,19.10064,18.7565,0.220584,GALAXY
55.79142,0.86697125,22.08489,20.52052,19.5039,19.08149,18.82595,0.2344383,GALAXY
55.830861,0.87227034,22.80979,21.05684,20.14858,19.76475,19.22814,0.3496149,GALAXY
55.850923,0.90904817,25.86043,21.92327,20.26562,19.40957,18.93567,0.4977724,GALAXY
55.782949,0.93614535,24.15168,23.26981,21.5075,20.60661,19.95139,3.780458,QSO
55.862961,1.0103741,20.76043,17.9981,16.702,16.18346,15.85072,3.320305E-05,STAR
55.877282,1.0438308,20.1693,18.59716,17.89904,17.60375,17.42352,-9.863262E-05,STAR
55.883571,0.94859051,19.86927,19.43554,19.16166,18.87512,18.80886,1.556646,QSO
55.882927,1.0453461,21.01428,19.36103,18.25532,17.66247,17.27037,0.1799769,GALAXY
55.895167,1.0455081,21.37247,19.38461,18.0192,17.47725,17.06589,0.1808734,GALAXY
56.002361,0.97204107,20.16196,18.71461,18.09359,17.84475,17.73153,3.433563E-05,STAR
55.88834,0.99614515,21.97339,19.25714,17.66804,17.13443,16.7034,0.2340349,GALAXY
55.883327,0.99563068,21.07576,19.39794,18.30614,17.84457,17.4768,0.1430185,GALAXY
55.887138,0.887625,23.46143,20.40857,18.90869,18.26839,17.89275,-6.319199E-05,STAR
55.919538,0.96632,22.87431,20.97515,19.45356,18.91508,18.53355,0.2367941,GALAXY
55.92651,0.914217,23.0044,20.71241,19.46002,18.99217,18.64949,6.232964E-05,STAR
55.942998,0.97237261,23.2987,21.16563,19.70608,18.86826,18.36315,-6.086028E-05,STAR
55.983056,0.93393775,24.68849,24.02746,20.67708,19.48398,18.78756,0.5929832,GALAXY
55.879572,1.00084,22.25455,20.89135,19.4008,18.84502,18.46411,0.232616,GALAXY
55.914719,0.968255,23.82758,21.75098,20.19807,19.02281,18.31013,0.0001535528,STAR
55.894246,0.87553679,20.86105,20.39502,19.9561,19.615,19.52622,1.572451,QSO
55.908711,0.86720855,22.4477,21.60489,21.49251,21.1331,21.01831,0.2757035,GALAXY
55.921084,0.91468474,21.01668,19.94198,19.32897,19.07611,18.90375,0.1432213,GALAXY
55.929248,1.0341141,21.96998,21.13267,20.17767,19.97073,19.69489,0.4671482,GALAXY
55.976614,0.95533465,21.05956,19.83601,19.27464,18.95211,18.84154,0.1671343,GALAXY
55.87165,0.94988075,23.01768,20.81734,19.0458,18.41572,17.84751,0.4030039,GALAXY
55.895161,1.0208809,23.75495,22.47293,22.09996,22.05597,22.36133,5.867881,QSO
55.913269,0.8716957,22.35467,20.52505,19.70398,19.33356,19.21571,0.2103093,GALAXY
55.935203,1.0473385,23.53709,22.97567,22.15026,21.84602,21.37027,0.003333385,STAR
55.959476,0.943528,21.43886,20.06842,19.58118,19.12206,20.73923,0.1391798,GALAXY
55.988279,0.98606459,22.5492,21.89563,21.5965,21.41842,21.21165,-0.003782917,STAR
55.89236,0.93567063,24.03745,23.08587,21.76093,20.36024,19.67747,0.7205955,GALAXY
56.007767,0.958548,17.42095,16.24123,15.79463,15.63077,15.5545,-5.316196E-05,STAR
56.008786,0.93136278,20.69578,19.55765,19.17546,19.02162,18.96332,0.0004444628,STAR
56.027331,0.93518096,19.23866,16.96023,15.93041,15.5335,15.30588,0.0001100413,STAR
56.049687,0.85530217,20.74549,19.5182,18.97693,18.76981,18.62736,0.0007236346,STAR
56.110447,1.0326315,23.01882,20.17465,18.73802,18.19267,17.79423,0.1874663,GALAXY
56.117307,0.92336469,25.51151,24.54266,22.37735,20.69595,20.24608,0.7056421,GALAXY
56.116229,0.91679776,24.28811,24.73056,22.58806,20.81876,20.1521,0.6982764,GALAXY
56.007072,0.99910132,19.71607,18.09434,17.383,17.10073,16.96968,0.0003355614,STAR
56.021233,0.89845055,20.50351,19.34904,18.79929,18.46986,18.28808,0.1337825,GALAXY
56.025467,0.894132,20.62889,19.56862,19.0555,18.88797,18.76268,0.000348141,STAR
56.031012,1.0058202,19.68658,18.14682,17.44558,17.15404,16.98137,0.0001139632,STAR
56.042499,0.8980823,19.45194,18.04491,17.43622,17.20393,17.07049,-3.820287E-05,STAR
56.100981,0.9104339,20.10641,18.51974,17.78331,17.49296,17.32693,3.207522E-05,STAR
56.106964,0.91468946,20.00481,19.52804,19.3268,19.39177,19.17451,0.8454171,QSO
56.139673,1.0471697,21.28928,19.04286,17.95141,17.48657,17.07035,0.1031233,GALAXY
56.138428,0.8751602,19.68594,17.66147,16.76749,16.38243,16.13824,-0.0004209083,STAR
56.139816,1.0346384,21.73818,19.50229,18.3664,17.83902,17.38301,0.105235,GALAXY
56.151862,0.89910722,20.54302,19.38049,18.86349,18.61206,18.51156,0.0001421,STAR
56.154041,0.87666299,20.90079,19.76579,19.32224,19.11413,19.03759,0.0006038619,STAR
56.012958,0.95900678,21.36058,19.61531,18.16578,17.61158,17.2455,0.229669,GALAXY
56.012779,1.0187848,21.39361,19.93621,19.30679,18.92331,18.74448,0.1391082,GALAXY
56.149396,1.0120527,22.13206,19.7029,18.24492,17.66947,17.25385,0.1876121,GALAXY
56.150995,0.97925925,19.73442,18.36811,17.70731,17.30968,17.0683,0.1044729,GALAXY
56.014224,0.915558,22.42565,21.01844,19.22693,18.53189,18.09219,0.3090486,GALAXY
56.012173,0.917139,24.72327,21.96881,20.05484,19.2002,18.81478,0.4529457,GALAXY
56.016536,0.86278121,23.07796,21.47779,19.58612,18.79561,18.3191,0.4511386,GALAXY
56.049839,1.012396,25.04077,21.9397,20.21272,18.84687,18.08921,2.910573E-05,STAR
56.138398,1.017075,22.53775,20.58142,19.34134,18.71558,18.28172,0.2927753,GALAXY
56.059072,1.0121296,22.49836,21.66887,21.35018,21.14124,20.7326,2.165047,QSO
56.073455,1.01797,22.113,20.97109,20.70605,20.60301,20.6811,0.0002122333,STAR
56.102564,1.0221087,21.93855,20.43611,20.3077,20.32464,20.25845,-0.0003986904,STAR
56.10933,1.018001,20.91611,19.42127,18.63779,18.22506,17.90325,0.1840059,GALAXY
56.130651,1.0027225,22.01575,22.19654,21.11957,20.49259,20.24918,0.0037954,STAR
56.139978,0.92346047,20.64936,20.26828,20.01014,19.72698,19.54169,1.641554,QSO
56.014815,0.8775475,23.7525,22.07858,20.54606,19.55701,19.02991,0.5001237,GALAXY
56.024611,1.0328734,22.96947,21.91919,21.50343,21.41087,21.01726,0.1914249,GALAXY
56.041993,1.0054333,21.94414,20.82456,20.06116,19.63352,19.59148,0.2254989,GALAXY
56.066544,0.85919676,24.23885,22.75607,20.93637,19.96232,19.42566,0.5027033,GALAXY
56.092875,0.866533,22.1092,20.87517,19.68308,19.22196,18.74438,0.3508016,GALAXY
56.093919,0.85989562,24.0252,22.98315,21.19143,20.08575,19.4833,0.5793622,GALAXY
56.127612,0.97665,22.47437,20.54492,19.12745,18.6129,18.14645,0.3528302,GALAXY
56.155262,0.88481751,22.63994,21.71916,21.25189,21.13905,20.95934,0.6898615,GALAXY
56.01136,0.99655087,22.21047,22.10621,20.47523,19.55226,19.17496,0.4986499,GALAXY
56.04259,0.94294218,24.89365,22.72921,20.95052,19.91889,19.28586,0.5578467,GALAXY
56.083981,0.913232,24.45669,24.67007,22.56058,21.44848,20.82236,0.5358268,QSO
56.118305,0.86410088,25.16955,23.58081,22.14503,20.56545,19.64771,-0.0001018935,STAR
56.133763,0.91258751,24.88558,24.35363,21.38328,20.29203,19.64506,0.6729151,GALAXY
56.15348,0.97039386,26.49927,22.76686,20.95142,19.93107,19.53663,0.5277483,GALAXY
56.216995,0.90036825,25.1295,25.20228,22.04605,21.03648,20.43899,0.4585773,GALAXY
56.279019,1.0372196,22.67814,21.93833,21.619,21.52312,21.61768,1.398176,QSO
56.168266,0.86699533,22.05467,19.68027,18.65359,18.23248,17.91495,0.1039954,GALAXY
56.174837,0.898666,20.78149,19.39791,18.34596,17.82681,17.47536,0.2149057,GALAXY
56.193033,0.98180746,20.87063,19.12356,17.88638,17.31699,17.03969,0.2164954,GALAXY
56.195533,1.0265431,21.47297,19.25817,17.86365,17.32006,16.92028,0.1870287,GALAXY
56.213431,0.99355981,21.23897,19.02628,17.70022,17.17322,16.7606,0.1802894,GALAXY
56.233192,0.925045,21.89331,19.09695,17.62409,16.98284,16.60671,9.721275E-05,STAR
56.243404,0.93655276,20.76718,18.19588,17.0196,16.51475,16.10608,0.1307254,GALAXY
56.273264,0.87127631,19.59882,18.27969,17.68823,17.46187,17.32273,-0.0002348719,STAR
56.275546,0.99132526,20.22875,18.89038,18.17219,17.73882,17.4926,0.126912,GALAXY
56.279017,0.95584631,21.44778,18.84953,17.72303,17.27145,17.00578,9.019992E-05,STAR
56.296464,0.99467748,24.3641,21.28883,19.35052,18.69348,18.29095,0.3596345,GALAXY
56.300154,1.02904,23.74044,24.7902,21.65145,20.59859,19.99741,0.5810537,GALAXY
56.299755,0.98708206,21.57152,19.67509,18.33681,17.82029,17.44907,0.1848957,GALAXY
56.173313,0.992846,20.67735,19.61537,18.90911,18.56045,18.2883,0.243292,GALAXY
56.189276,0.99721979,22.78371,20.55237,18.66662,17.96831,17.54446,0.396473,GALAXY
56.234169,0.93767978,21.37216,18.90944,17.6344,17.08266,16.68899,0.1812312,GALAXY
56.269552,0.97433341,20.55116,19.48734,18.80186,18.36179,18.10075,0.1799934,GALAXY
56.27494,0.88534434,23.52277,20.01658,18.40653,17.81374,17.41288,0.2397029,GALAXY
56.175401,0.893814,23.12027,21.30252,19.82694,19.24326,18.84277,0.215757,GALAXY
56.236133,0.95330535,25.16475,22.05796,20.39417,18.94487,18.16151,-2.041164E-05,STAR
56.300929,0.968074,23.18928,20.90349,19.58338,18.96074,18.63707,0.0002823317,STAR
56.17004,1.04685,20.82945,19.13505,18.26146,17.79781,17.35106,0.1037631,GALAXY
56.174065,0.86737971,21.72919,21.38628,21.01837,21.1596,20.98085,2.353887,QSO
56.187218,0.991696,21.59535,20.82349,19.77032,19.29863,18.93533,0.3927596,GALAXY
56.265761,0.89187228,25.49852,22.36348,20.54359,19.70984,19.23042,0.4550069,GALAXY
56.279191,1.0111522,22.12934,20.86755,20.68267,20.67423,20.61867,-0.0004037181,STAR
56.285839,0.94137286,21.74585,20.65562,20.19584,20.06871,20.03043,-0.0002397908,STAR
56.304902,0.93455653,22.11466,21.52247,21.38193,21.33776,20.66855,2.231342,QSO
56.164891,0.8688285,23.15589,21.40555,19.45658,18.7646,18.32302,0.3977073,GALAXY
56.167937,0.91766173,23.50196,22.78227,20.90375,19.76108,19.06234,0.5802187,GALAXY
